LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
6240,4,5,1925,1950,0.0,152,780,848,1208,1,5,2,539,103000
5389,8,5,1995,1996,0.0,1180,1595,1616,1616,2,5,2,608,236500
9590,7,5,2003,2003,442.0,786,868,1146,1146,2,6,2,438,187500
11404,7,5,1998,1999,202.0,252,1153,1153,2031,2,8,2,541,222500
10000,5,6,1961,1983,0.0,594,864,1144,1144,1,6,1,264,131400
8978,5,5,1968,1968,0.0,0,948,948,948,1,6,1,300,108000
10800,7,7,1914,1970,0.0,390,880,880,1768,1,6,2,320,163000
8544,3,4,1950,1950,0.0,0,0,1040,1040,2,6,2,400,93500
10463,8,5,2005,2005,0.0,0,893,901,1801,2,8,3,800,239900
10800,5,5,1987,1988,0.0,1200,1200,1200,1200,3,5,0,0,179000
9313,7,5,2004,2004,0.0,0,864,864,1728,2,7,2,572,190000
9600,5,7,1910,2002,0.0,0,264,768,1432,2,7,2,360,132000
6768,6,8,1961,1996,0.0,832,912,912,912,1,5,1,288,142000
8450,7,5,2000,2001,108.0,0,1349,1349,1349,2,6,2,539,179000
12886,5,6,1963,1999,0.0,444,520,1464,1464,2,6,2,480,175000
5395,8,5,1993,1993,0.0,733,1337,1337,1337,2,5,2,462,180000
8963,8,9,1976,1996,289.0,575,1142,1175,2715,3,11,2,831,299800
8795,7,5,2000,2000,0.0,300,952,980,2256,2,8,2,554,236000
11700,7,7,1880,2003,0.0,0,1240,1320,2640,1,8,4,864,265979
10593,7,5,1996,1996,338.0,919,1720,1720,1720,2,7,2,527,260400
8405,4,3,1945,1950,0.0,0,0,1088,1529,2,9,1,240,98000
8800,4,7,1910,2004,0.0,0,576,792,1140,1,7,0,0,96500
7750,7,5,2003,2003,0.0,0,660,660,1320,2,6,2,400,162000
9236,6,5,1997,1997,0.0,1200,1479,1494,1494,2,6,2,576,217000
10240,8,5,2005,2005,178.0,0,1030,1038,2098,2,8,3,878,275500
7930,6,8,1969,2005,0.0,439,1026,1026,1026,1,5,2,440,156000
3230,6,5,1999,1999,894.0,381,729,742,1471,2,6,2,440,172500
10769,8,5,2007,2007,0.0,20,866,866,1768,2,7,2,578,212000
11616,6,5,1978,1978,328.0,438,672,672,1386,2,6,2,440,158900
2280,7,5,1999,1999,360.0,549,744,757,1501,2,6,2,440,179400
12257,8,5,1995,1995,513.0,56,1318,1328,2531,2,9,3,752,290000
9100,6,6,1959,1959,0.0,612,864,864,864,1,5,1,300,127500
6911,5,5,1924,1950,0.0,405,1145,1301,1301,1,5,2,440,100000
8640,7,5,2009,2009,0.0,24,756,764,1547,2,7,2,614,215200
9430,8,5,1999,1999,673.0,1163,1252,1268,2365,2,8,3,856,337000
9549,8,5,1995,1996,0.0,437,1494,1494,1494,1,6,2,481,270000
14587,9,5,2008,2008,284.0,0,1498,1506,1506,2,6,2,592,264132
10421,7,5,1988,1988,42.0,394,980,980,1714,2,7,2,496,196500
12508,6,7,1940,1985,0.0,660,983,983,1750,2,7,1,423,160000
9100,7,5,2004,2005,0.0,24,1860,1836,1836,2,8,2,484,216837
53504,8,5,2003,2003,603.0,1416,1650,1690,3279,3,12,3,841,538000
7252,5,5,1982,1982,0.0,685,858,858,858,1,5,2,576,134900
8877,4,5,1951,1951,0.0,836,836,1220,1220,1,6,2,396,102000
7819,6,5,1976,1976,0.0,422,1029,1117,1117,1,6,2,672,107000
10150,5,5,1958,1958,1.0,456,912,912,912,1,5,1,275,114500
14226,8,5,2006,2006,375.0,0,1935,1973,1973,2,9,3,895,395000
4500,6,5,1998,1998,320.0,866,1204,1204,1204,2,5,2,412,162000
11210,7,5,2005,2006,240.0,20,1614,1614,1614,2,7,3,865,221500
13350,5,5,1974,1974,0.0,762,864,894,894,1,5,2,440,142500
8400,5,5,1977,1977,320.0,0,0,2020,2020,2,10,2,630,144000
10530,6,5,1977,1977,90.0,975,975,1004,1004,1,4,2,504,135000
7875,7,5,1995,1996,38.0,0,1237,1253,1253,2,6,2,402,176000
7153,6,5,1992,1992,0.0,387,761,810,1603,2,7,2,484,175900
16285,7,5,2001,2002,0.0,0,1413,1430,1430,2,6,2,605,187100
9101,5,6,1978,1978,104.0,1097,1097,1110,1110,1,4,2,602,165500
6300,6,6,1914,2001,0.0,0,742,742,1484,2,9,0,0,128000
9790,6,5,1967,1967,0.0,251,1372,1342,1342,2,7,2,457,161500
10800,5,6,1915,1950,0.0,686,686,966,1652,2,7,1,416,139000
10142,7,5,2004,2004,0.0,656,956,956,2084,2,8,2,618,233000
6000,4,7,1954,2000,0.0,0,901,901,901,1,4,1,281,107900
12205,6,8,1966,2007,157.0,568,832,976,2087,2,9,2,444,187500
3182,7,5,2005,2006,11.0,16,1145,1145,1145,2,5,2,397,160200
11333,6,5,1976,1976,0.0,539,1029,1062,1062,1,5,2,539,146800
9920,7,5,1996,1997,0.0,862,1117,1127,2013,2,8,2,455,269790
9158,8,5,2007,2007,140.0,0,1496,1496,1496,2,7,2,474,225000
10832,7,5,1994,1996,0.0,0,712,1086,1895,2,7,2,409,194500
8400,6,6,1980,1981,130.0,0,650,888,1564,2,7,2,476,171000
8197,6,5,1977,1977,148.0,0,660,1285,1285,1,7,2,528,143500
7677,5,5,1953,1953,0.0,570,773,773,773,1,4,1,240,110000
13518,9,5,2008,2009,860.0,0,1926,1966,3140,3,11,3,820,485000
7200,5,7,1937,1950,252.0,569,731,981,1768,1,7,1,240,175000
12798,6,5,1997,1997,0.0,462,616,616,1688,2,8,2,603,200000
4800,4,7,1916,1990,0.0,197,1196,1196,1196,1,5,2,440,109900
8199,7,5,2005,2005,0.0,648,728,728,1456,2,7,2,410,189000
13891,9,5,2008,2009,424.0,0,1734,1734,2822,3,12,3,1020,582933
9000,5,5,1954,1954,0.0,812,936,1128,1128,1,5,1,286,118000
12274,7,5,2008,2008,256.0,0,1417,1428,1428,2,6,2,554,227680
9750,5,5,1967,1967,0.0,400,980,980,980,2,6,1,384,135500
21384,5,6,1923,2004,0.0,1309,1324,1072,1576,1,6,2,528,223500
13400,5,5,1966,1966,1047.0,516,1024,1086,1086,1,6,2,484,159950
8100,5,5,1898,1965,0.0,0,849,1075,2138,2,11,2,360,106000
10140,6,6,1974,1999,99.0,663,1040,1309,1309,1,5,2,484,181000
4438,6,5,2004,2004,169.0,662,848,848,848,1,4,2,420,144500
8712,5,5,1952,1952,0.0,0,540,1044,1044,1,4,2,504,55993
9750,6,6,1958,1958,243.0,608,1442,1442,1442,1,7,1,301,157900
8248,5,7,1918,1950,0.0,0,686,686,1250,1,7,1,280,116000
12137,7,5,1998,1998,442.0,0,1649,1661,1661,2,6,2,598,224900
11425,5,6,1954,1954,0.0,486,1008,1008,1008,1,4,1,275,137000
13265,8,5,2002,2002,148.0,1218,1568,1689,1689,2,7,3,857,271000
8816,6,7,1971,1971,80.0,504,1010,1052,1052,1,6,2,440,155000
6371,7,5,2009,2010,128.0,733,1358,1358,1358,2,6,2,484,224000
7226,7,5,2003,2003,0.0,0,798,798,1640,2,6,2,595,183000
6000,4,4,1953,1953,0.0,0,936,936,936,1,4,2,576,93000
12394,7,5,2003,2003,0.0,0,847,847,1733,2,7,2,433,225000
9900,6,7,1940,1950,0.0,0,778,944,1489,2,7,1,240,139500
11216,8,5,2006,2006,0.0,0,1489,1489,1489,2,7,2,776,232600
14803,10,5,2007,2008,816.0,1636,2078,2084,2084,2,7,3,1220,385000
6130,5,6,1924,1950,0.0,784,784,784,784,1,5,0,0,109500
8529,7,5,2001,2001,0.0,20,1454,1434,1434,2,6,2,527,189000
28698,5,5,1967,1967,0.0,249,1013,1160,2126,2,7,2,538,185000
2544,7,5,2005,2005,0.0,0,600,520,1223,2,4,2,480,147400
11900,6,5,1957,1957,387.0,1040,1392,1392,1392,1,6,2,458,166000
3180,7,5,2005,2005,0.0,0,600,520,1200,2,4,2,480,151000
9548,7,6,2003,2003,223.0,483,941,941,1829,2,7,2,613,237000
10004,6,6,1964,1964,180.0,196,1516,1516,1516,1,6,2,472,167000
7875,5,6,1961,1961,136.0,572,1144,1144,1144,1,6,2,456,139950
9600,4,7,1950,1995,0.0,442,1067,1067,1067,2,4,2,436,128000
8100,5,6,1948,1973,0.0,338,1559,1559,1559,1,5,2,812,153500
1680,6,5,1973,1973,158.0,330,483,483,987,1,5,1,264,100000
9525,5,6,1995,2006,0.0,0,1099,1099,1099,1,6,1,352,144000
11767,5,6,1946,1995,0.0,352,768,768,1200,1,6,1,240,130500
12155,6,8,1925,1950,0.0,156,672,810,1482,2,7,1,400,140000
10440,5,8,1904,2002,0.0,0,650,958,1539,2,8,2,686,157500
9020,6,7,1966,1966,183.0,312,1127,1165,1165,1,6,2,490,174900
8000,5,4,1961,1961,0.0,0,1800,1800,1800,2,10,0,0,141000
12665,5,8,1915,1950,0.0,0,876,876,1416,1,7,3,720,153900
16647,5,5,1975,1981,0.0,1390,1390,1701,1701,2,6,2,611,171000
9317,7,5,1993,1993,137.0,513,740,1006,1775,2,7,2,425,213000
15523,5,6,1972,1972,0.0,460,864,864,864,1,5,1,338,133500
45600,6,8,1908,1997,0.0,0,907,1307,2358,3,10,2,360,240000
9600,6,7,1976,1994,360.0,0,528,1094,1855,2,7,2,512,187000
4435,6,5,2003,2003,170.0,659,848,848,848,1,3,2,420,131500
3196,8,5,2003,2003,40.0,0,1273,1456,1456,2,7,2,400,215000
7128,7,5,1941,1950,0.0,364,918,918,1646,2,7,1,240,164000
12095,6,6,1964,1964,115.0,564,1127,1445,1445,1,7,2,645,158000
17920,5,4,1955,1974,0.0,306,1763,1779,1779,1,6,2,454,170000
6897,5,8,1962,2010,0.0,659,1040,1040,1040,1,6,1,260,127000
10970,6,6,1978,1978,0.0,505,940,1026,1026,1,5,2,576,147000
8125,6,5,1994,1995,0.0,0,702,702,1481,2,6,2,343,174000
10400,7,5,1976,1976,189.0,0,1090,1370,1370,2,6,2,479,152000
11029,6,7,1968,1984,220.0,619,1054,1512,2654,2,9,2,619,250000
7642,7,8,1918,1998,0.0,0,912,912,1426,1,7,1,216,189950
11625,5,4,1965,1965,0.0,841,1039,1039,1039,1,6,2,504,131500
9672,6,5,1984,1985,0.0,338,1040,1097,1097,2,6,2,480,152000
7931,5,5,1959,1959,0.0,1148,1148,1148,1148,1,6,1,672,132500
8640,7,5,2007,2008,0.0,0,1372,1372,1372,2,6,2,529,250580
8750,5,6,1970,1970,76.0,828,1002,1002,1002,1,5,2,902,148500
10656,8,5,2006,2007,274.0,0,1638,1646,1646,2,6,3,870,248900
6970,4,5,1961,1961,0.0,932,1040,1120,1120,1,5,2,544,129000
14762,5,6,1948,1950,0.0,0,0,1547,2320,2,7,2,672,169000
9938,7,5,1993,1994,246.0,750,1050,1062,1949,2,8,2,574,236000
6600,5,5,1962,1962,0.0,0,894,894,894,1,5,1,308,109500
8750,6,5,1998,1998,116.0,505,804,804,1682,2,7,2,523,200500
8892,5,7,1953,1996,0.0,0,105,910,910,1,5,2,414,116000
12144,5,7,1949,1950,0.0,375,832,1036,1268,1,6,1,288,133000
5720,5,6,1941,1950,0.0,0,676,676,1131,1,5,1,200,66500
9000,8,5,2007,2007,0.0,64,1184,1184,2610,2,11,2,550,303477
25286,4,5,1963,1963,0.0,633,1064,1040,1040,1,5,2,648,132250
8834,9,5,2004,2005,216.0,1170,1462,1462,2224,2,10,3,738,350000
11782,5,7,1961,1995,0.0,899,1109,1155,1155,1,6,2,576,148000
7000,5,8,1978,2005,90.0,646,864,864,864,1,6,1,336,136500
7024,5,5,2005,2006,0.0,980,1090,1090,1090,1,5,2,450,157000
13758,7,5,1990,1991,117.0,902,1156,1187,1717,2,7,2,400,187500
9636,6,5,1992,1993,0.0,0,808,808,1593,2,7,2,389,178000
6204,4,5,1912,1950,0.0,0,795,954,2230,1,10,1,440,118500
7150,5,5,1967,1967,60.0,432,892,892,892,1,5,1,288,100000
5119,9,5,1999,2000,60.0,1238,1698,1709,1709,2,5,2,506,328900
8393,5,5,1959,2005,122.0,528,1626,1712,1712,2,8,2,588,145000
16466,5,7,1955,1955,0.0,0,816,872,1393,1,8,1,300,135500
15865,8,6,1970,1970,0.0,351,2217,2217,2217,2,8,2,621,268000
12160,6,4,1953,1953,90.0,1024,1505,1505,1505,1,6,2,505,149500
8064,5,7,1949,2006,0.0,0,672,672,924,1,6,2,576,122900
11184,6,5,1978,1978,92.0,226,918,918,1683,2,7,2,440,172500
8414,6,8,1963,2003,0.0,663,1059,1068,1068,1,6,1,264,154500
13284,5,5,1954,1954,0.0,1064,1383,1383,1383,1,6,1,354,165000
7018,5,5,1979,1979,0.0,0,0,1535,1535,2,8,2,400,118858
7056,6,5,1963,1963,415.0,400,780,983,1796,1,8,2,483,140000
8765,4,6,1936,1950,0.0,285,951,951,951,1,6,1,327,106500
7018,5,5,1979,1979,0.0,0,0,1120,2240,2,12,2,528,142953
12919,9,5,2009,2010,760.0,2188,2330,2364,2364,2,11,3,820,611657
6993,5,7,1961,1994,0.0,465,912,1236,1236,1,6,1,288,135000
7340,4,6,1971,1971,0.0,322,858,858,858,1,4,1,684,110000
8712,5,7,1957,2000,0.0,860,992,1306,1306,1,5,1,756,153000
7875,7,5,2003,2003,0.0,0,783,807,1509,2,8,2,393,180000
14859,7,5,2006,2006,27.0,0,1670,1670,1670,2,7,3,690,240000
6173,5,6,1967,1967,75.0,599,876,902,902,1,6,1,288,125500
9920,5,5,1954,1954,110.0,354,1056,1063,1063,1,6,1,280,128000
13501,8,5,2006,2006,208.0,63,1623,1636,1636,2,8,3,865,255000
11500,7,7,1936,1987,0.0,223,1017,1020,2057,1,6,1,180,250000
8885,5,5,1983,1983,0.0,301,864,902,902,1,5,2,484,131000
12589,6,5,2005,2005,0.0,0,742,742,1484,2,8,2,390,174000
11600,5,5,1960,1960,361.0,443,1105,1105,2274,2,12,2,480,154300
9286,5,7,1977,1989,0.0,196,1268,1268,1268,1,5,1,252,143500
6120,5,7,1925,1950,0.0,489,768,1015,1015,1,6,1,450,88000
6270,5,6,1949,1950,0.0,284,1001,1001,2002,2,8,3,871,145000
3000,6,5,2009,2009,76.0,294,612,612,1224,2,4,2,528,173733
2001,4,5,1970,1970,80.0,0,546,546,1092,1,6,1,286,75000
9000,2,3,1949,1950,0.0,50,480,480,480,0,4,1,308,35311
17140,4,6,1956,1956,0.0,1059,1134,1229,1229,1,6,1,284,135000
13125,7,5,1991,1991,0.0,48,1104,912,2127,2,8,3,833,238000
11029,6,8,1958,2002,0.0,528,1184,1414,1414,1,6,2,601,176500
8462,6,5,1994,1994,105.0,814,928,936,1721,2,7,2,471,201000
8777,5,7,1900,2003,0.0,1084,1272,1272,2200,2,9,0,0,145900
10237,6,5,2005,2006,0.0,28,1316,1316,1316,2,6,2,397,169990
8012,6,5,1993,1994,0.0,165,1604,1617,1617,2,5,2,533,193000
10240,6,6,1980,1980,157.0,625,1686,1686,1686,2,7,2,612,207500
15611,5,6,1977,1977,0.0,767,1126,1126,1126,2,6,2,540,175000
11999,8,5,2003,2004,340.0,0,1181,1234,2374,2,10,3,656,285000
9900,7,5,1968,1968,342.0,552,832,1098,1978,2,9,2,486,176000
11838,8,5,2001,2001,0.0,0,1753,1788,1788,2,7,2,522,236500
13006,7,5,1997,1997,285.0,0,964,993,2236,2,8,2,642,222000
8925,8,5,2007,2007,0.0,16,1466,1466,1466,2,7,3,610,201000
9100,5,6,1965,1965,0.0,338,925,925,925,1,5,1,429,117500
11670,9,5,2006,2006,302.0,0,1905,1905,1905,2,8,3,788,320000
8487,7,5,2004,2004,210.0,20,1500,1500,1500,2,6,2,570,190000
27650,7,7,1960,2007,0.0,425,585,2069,2069,2,9,2,505,242000
5825,4,5,1926,1953,108.0,0,600,747,747,1,5,2,528,79900
9675,7,5,2005,2005,0.0,341,1113,1113,1971,2,8,2,689,253000
8760,7,5,2006,2006,0.0,464,1391,1391,1962,2,7,3,868,239799
24090,7,7,1940,1950,0.0,0,1032,1207,2403,2,10,1,349,244400
12640,6,5,1976,1976,0.0,936,1728,1728,1728,2,8,2,574,150900
8755,7,5,1999,1999,298.0,772,992,1022,2060,2,8,2,390,214000
7711,4,3,1977,1977,0.0,1440,1440,1440,1440,2,8,0,0,150000
25000,5,4,1967,1967,0.0,0,1632,1632,1632,2,8,2,576,143000
14375,6,6,1958,1958,541.0,111,819,1344,1344,1,7,2,525,137500
8820,5,6,1890,1996,0.0,1088,1088,1188,1869,1,7,2,456,124900
8163,5,6,1959,1959,128.0,748,1144,1144,1144,1,6,1,796,143000
14536,8,5,2002,2003,236.0,1300,1616,1629,1629,2,9,3,808,270000
14006,7,5,2002,2002,144.0,0,936,936,1776,2,7,2,474,192500
9360,6,7,1972,2006,0.0,982,1161,1381,1381,1,5,2,676,197500
7200,5,8,1950,2002,0.0,398,864,864,864,1,5,2,720,129000
7800,5,5,1965,1965,0.0,641,828,965,965,1,6,1,300,119900
7200,5,8,1972,2003,0.0,660,768,768,768,1,5,1,396,133900
11075,5,4,1969,1969,232.0,562,784,1168,1968,2,7,2,530,172000
9400,6,5,1975,1975,250.0,945,945,980,980,2,4,0,0,127500
7136,6,6,1946,1950,423.0,484,979,979,1958,2,8,2,492,145000
1300,6,6,1980,1980,0.0,285,561,561,1229,1,5,2,462,124000
7420,5,5,1962,1962,0.0,417,1057,1057,1057,1,6,2,576,132000
8450,7,5,2003,2003,0.0,699,1337,1337,1337,2,6,2,531,185000
2572,7,5,1999,1999,0.0,604,696,696,1416,2,6,2,484,155000
7207,5,7,1958,2008,0.0,696,858,858,858,1,4,0,0,116500
12227,6,7,1977,1995,424.0,896,1330,1542,2872,2,11,2,619,272000
2308,6,6,1976,1976,0.0,556,804,804,1548,2,7,2,440,155000
11923,9,5,2007,2007,0.0,0,1800,1800,1800,2,7,2,702,239000
11316,7,5,2002,2003,44.0,624,817,824,1894,2,8,2,510,214900
10237,6,5,2005,2007,0.0,0,783,783,1484,2,8,2,393,178900
9600,5,7,1940,1950,0.0,428,728,976,1308,1,7,1,256,160000
7390,5,7,1955,1955,151.0,902,1098,1098,1098,1,6,1,260,135000
5925,3,6,1910,1950,0.0,0,600,600,968,1,6,0,0,37900
10382,6,5,1958,1958,105.0,513,588,1095,1095,1,6,1,264,140000
10800,4,4,1949,1950,0.0,0,720,720,1192,1,6,0,0,135000
2268,7,5,2003,2004,106.0,567,764,764,1626,2,6,2,474,173000
7892,6,5,1979,1979,0.0,0,918,918,918,2,5,1,264,99500
11414,7,8,1910,1993,0.0,0,728,1136,2019,1,8,2,532,167500
2651,7,5,2000,2000,0.0,641,673,673,1382,2,6,2,490,165000
5900,4,7,1923,1958,0.0,0,440,869,869,1,4,0,0,85500
9450,4,5,1954,1954,0.0,552,894,894,894,1,5,2,400,110000
8816,5,6,1963,1963,0.0,651,1121,1121,1121,1,5,2,480,139000
12122,7,9,1961,2007,210.0,867,944,999,999,1,6,2,588,178400
12203,8,5,1998,1999,975.0,854,1225,1276,2612,2,8,3,676,336000
3182,7,5,2007,2007,16.0,0,1266,1266,1266,2,6,2,388,159895
11250,8,5,2002,2002,0.0,0,1128,1149,2290,2,9,2,779,255900
10125,5,5,1977,1977,0.0,0,0,1302,1734,2,8,2,539,126000
10880,5,5,1950,1950,0.0,1040,1164,1164,1164,1,5,1,240,125000
5310,6,8,1910,2003,0.0,0,485,1001,1635,1,5,1,255,117000
10159,9,5,2009,2010,450.0,1646,1930,1940,1940,2,8,3,606,395192
12046,6,6,1976,1976,298.0,156,848,1118,2030,2,8,2,551,195000
8125,7,5,2006,2006,0.0,0,770,778,1576,2,6,2,614,197000
9452,8,5,1997,1998,423.0,1074,1396,1407,2392,2,7,3,870,348000
17671,8,9,1882,1986,0.0,216,916,916,1742,1,8,2,424,168000
9760,6,8,1964,1993,340.0,536,822,1020,1851,2,7,2,440,187000
8846,6,5,2005,2006,0.0,0,750,750,1500,2,6,2,564,173900
12456,10,5,2006,2007,230.0,1172,1700,1718,1718,2,7,3,786,337500
4712,4,7,1946,1950,0.0,384,747,774,1230,1,5,1,305,121600
10659,5,6,1961,1961,0.0,915,1050,1050,1050,1,6,1,368,136500
11717,6,6,1970,1970,571.0,0,1442,1442,1442,2,6,2,615,185000
9786,3,4,1922,1950,0.0,0,1007,1077,1077,1,6,1,210,91000
6762,7,5,2006,2006,24.0,686,1187,1208,1208,2,6,2,632,206000
10206,3,3,1952,1952,0.0,0,0,944,944,1,4,2,528,82000
5400,5,6,1920,1950,0.0,0,691,691,691,1,4,1,216,86000
11957,8,5,2006,2006,53.0,24,1574,1574,1574,2,7,3,824,232000
11500,5,6,1976,1976,164.0,0,1680,1680,1680,2,8,2,528,136905
3182,7,5,2005,2006,16.0,16,1346,1504,1504,2,7,2,457,181000
8385,5,8,1977,1977,220.0,595,985,985,985,2,6,1,328,149900
12155,6,3,1970,1970,0.0,1237,1657,1657,1657,2,7,2,484,163500
2217,4,4,1970,1970,0.0,273,546,546,1092,1,6,1,286,88000
12118,7,5,2004,2005,108.0,0,1710,1710,1710,2,7,2,550,240000
6000,5,5,1926,1950,0.0,0,1008,1008,1522,2,7,0,0,102000
21286,5,5,1948,1950,0.0,0,720,720,1271,2,7,1,312,135000
9825,5,5,1965,1965,0.0,0,0,1664,1664,2,8,0,0,100000
10592,6,7,1923,1996,0.0,0,602,900,1502,1,7,1,180,165000
7200,5,4,1910,2006,0.0,247,1022,1022,1022,1,4,1,280,85000
11664,6,5,1948,1950,206.0,336,1082,1082,1082,1,5,1,240,119200
8400,8,6,2001,2001,0.0,643,810,810,1665,2,6,2,528,227000
11883,7,5,1996,1996,196.0,690,1504,1504,1504,2,6,2,478,203000
5814,8,5,1984,1984,0.0,1036,1220,1360,1360,1,4,2,565,187500
10784,7,5,1991,1992,76.0,0,384,802,1472,2,7,2,402,160000
3013,7,5,2005,2005,145.0,16,1362,1506,1506,2,6,2,440,213490
7024,4,5,2005,2005,0.0,1024,1132,1132,1132,1,5,2,451,176000
7406,7,5,2006,2006,84.0,684,1199,1220,1220,2,6,2,632,194000
9439,5,5,1930,1950,0.0,324,912,912,1248,1,6,1,160,87000
3182,7,5,2005,2006,14.0,16,1346,1504,1504,2,7,2,437,191000
15498,8,6,1976,1976,0.0,1165,1565,2898,2898,2,10,2,665,287000
7700,5,5,1972,1972,0.0,138,882,882,882,1,5,2,461,112500
9300,5,5,1960,1960,324.0,697,1268,1264,1264,1,6,2,461,167500
9520,8,5,2007,2008,338.0,1513,1638,1646,1646,2,7,3,800,293077
9492,5,5,1941,1950,0.0,368,768,968,1376,1,6,1,240,105000
1680,6,7,1972,1972,281.0,317,672,672,1218,1,7,1,264,118000
7082,5,8,1916,1995,0.0,0,686,948,1928,2,10,0,0,160000
15863,7,3,1920,1970,0.0,523,824,1687,3082,2,12,2,672,197000
14541,8,7,1993,1993,0.0,1012,1338,1352,2520,2,10,3,796,310000
8125,7,5,2002,2002,295.0,986,1654,1654,1654,2,6,3,900,230000
6305,5,7,1938,1950,0.0,0,920,954,954,1,5,1,240,119750
11500,4,3,1957,1957,0.0,0,0,845,845,1,5,1,290,84000
12898,9,5,2007,2008,70.0,1022,1620,1620,1620,2,6,3,912,315500
9240,8,5,2001,2002,396.0,0,1055,1055,2263,2,7,2,905,287000
1533,4,6,1970,2008,0.0,0,546,798,1344,1,6,0,0,97000
1477,4,4,1970,1970,0.0,509,630,630,630,1,3,1,286,80000
13125,5,4,1957,2000,67.0,168,1134,1803,1803,2,8,2,484,155000
9130,6,8,1966,2000,252.0,400,800,800,1632,1,7,2,484,173000
5381,6,5,2005,2005,135.0,900,1306,1306,1306,2,5,2,624,196000
11839,7,5,1990,1990,99.0,1085,1475,1532,2329,2,10,2,514,262280
9600,8,5,1981,1981,0.0,1104,2524,2524,2524,2,9,2,542,278000
13680,3,5,1955,1955,0.0,0,0,1733,1733,2,8,2,452,139600
16056,9,5,2005,2006,208.0,240,1992,1992,2868,3,11,3,716,556581
9245,5,5,1994,1995,0.0,686,990,990,990,1,5,2,672,145000
21750,5,4,1960,2006,75.0,0,0,1771,1771,1,9,2,336,115000
11100,4,7,1946,2006,0.0,0,0,930,930,1,6,1,308,84900
8993,7,5,2007,2007,0.0,0,1302,1302,1302,2,6,2,436,176485
11175,7,5,2007,2007,0.0,0,1316,1316,1316,2,6,2,440,200141
9500,6,6,1964,1978,272.0,442,816,1127,1977,1,9,2,540,165000
8562,5,6,1957,2002,145.0,383,1216,1526,1526,1,7,1,364,144500
11367,8,5,2002,2002,210.0,932,1065,1091,1989,2,7,2,586,255000
11361,6,5,1976,1976,160.0,644,1193,1523,1523,2,7,2,478,180000
7052,7,5,2005,2005,240.0,659,1364,1364,1364,2,6,2,484,185850
29959,7,6,1994,1994,0.0,595,973,979,1850,2,7,2,467,248000
11308,9,5,2008,2008,154.0,936,1104,1130,2184,2,10,3,836,335000
11275,6,7,1932,1950,480.0,297,854,1096,1991,1,7,2,432,220000
4920,8,5,2001,2001,0.0,616,1338,1338,1338,2,6,2,582,213500
18000,3,4,1935,1950,0.0,0,894,894,894,1,6,3,1248,81000
13600,5,5,1900,1950,0.0,0,662,1422,2337,2,10,2,560,90000
6000,6,6,1925,1980,0.0,397,1103,1103,1103,1,5,2,440,110500
11000,5,6,1966,1966,200.0,740,1154,1154,1154,1,6,2,480,154000
14000,7,5,1996,1997,0.0,1201,1306,1306,2260,2,7,2,533,328000
7837,6,7,1993,1994,0.0,0,799,799,1571,2,7,2,380,178000
9760,6,6,1964,1964,360.0,674,780,798,1611,1,7,2,442,167900
3964,6,4,1973,1973,0.0,837,942,1291,2521,2,10,2,576,151400
9600,5,7,1949,2003,0.0,220,845,893,893,1,4,2,576,135000
10152,5,5,1956,1956,120.0,586,1048,1048,1048,1,6,1,286,135000
11700,6,6,1968,1968,0.0,298,727,829,1556,1,8,2,441,154000
7585,5,3,1948,1950,0.0,0,810,1002,1456,1,7,1,280,91500
7950,6,6,1977,1977,140.0,535,690,698,1426,1,6,2,440,159500
8556,7,5,2006,2006,0.0,0,1240,1240,1240,2,5,3,826,194000
13125,7,6,1940,1984,0.0,410,800,960,1740,1,6,1,240,219500
10800,5,8,1936,1989,0.0,626,796,1096,1466,2,7,2,566,170000
15870,5,5,1969,1969,0.0,75,1096,1096,1096,1,6,1,299,138800
4435,6,5,2004,2004,169.0,662,848,848,848,1,3,2,420,155900
8775,5,5,1994,1994,0.0,495,990,990,990,1,5,1,299,126000
11040,6,7,1971,2004,144.0,656,1258,1258,1258,2,5,2,528,145000
7500,5,5,1963,1963,0.0,824,1040,1040,1040,1,5,1,308,133000
8749,7,5,2002,2002,100.0,0,1459,1459,1459,2,6,2,527,192000
8800,6,6,1964,1964,425.0,553,1251,1251,1251,1,6,1,461,160000
13031,6,5,1995,1996,0.0,592,691,691,1498,2,6,2,409,187500
9069,6,6,1992,1992,0.0,747,936,996,996,1,5,2,564,147000
1974,4,5,1973,1973,0.0,334,546,546,1092,1,6,1,286,83500
10574,8,5,2005,2006,0.0,0,1082,1082,1953,2,9,3,1043,252000
2522,7,5,2004,2004,50.0,0,970,970,1709,2,7,2,380,137500
3316,8,5,2005,2005,0.0,1039,1247,1247,1247,1,4,2,550,197000
8544,3,4,1950,1950,0.0,0,0,1040,1040,2,6,2,400,92900
2160,7,5,1999,2000,212.0,510,600,624,1252,2,4,2,462,160000
8400,6,5,1925,1950,0.0,423,1181,1390,1694,2,7,2,576,136500
9230,5,8,1965,1998,166.0,661,864,1200,1200,1,6,2,884,146000
5868,5,7,1956,2000,0.0,248,936,936,936,1,4,1,308,129000
9317,6,5,2006,2006,0.0,24,1314,1314,1314,2,6,2,440,176432
